"Col0","Col1","Col2"
7252,26735,0.048
7252,26736,0.013
7252,26737,0.202
7252,26738,0.798
7252,26739,0.118
7252,26740,0.028
7252,26741,0.033
7252,26742,0.047
7252,26743,0.047
7252,26744,0.041
7252,26745,0.019
7252,26746,0.048
7252,26747,0.049
7252,26748,0.046
7252,26801,0.015
7252,26802,0.048
7252,26803,0.049
7252,26804,0.049
7252,26805,0.015
7252,26806,0.047
7252,26807,0.049
7252,26808,0.048
7252,26809,0.018
7252,26810,0.044
7252,26811,0.049
7252,26812,0.05
7252,26813,0.016
7252,26814,0.046
7252,26815,0.048
7252,26816,0.047
7252,26817,0.013
7252,26818,0.048
7252,26819,0.048
7252,26820,0.047
7252,26821,0.013
7252,26822,0.048
7252,26823,0.048
7252,26824,0.046
7252,26825,0.015
7252,26826,0.049
7252,26827,0.048
7252,26828,0.045
7252,26829,0.017
7252,26830,0.048
7252,26831,0.048
7252,26832,0.05
7252,26833,0.017
7252,26834,0.044
7252,26835,0.049
7252,26836,0.052
7252,26837,0.048
7252,26838,0.047
7252,26839,0.046
7252,26840,0.048
7252,26841,0.031
7252,26842,0.029
7252,26843,0.048
7252,26844,0.047
7252,26845,0.047
7252,26846,0.048
7252,26847,0.033
7252,26848,0.027
7252,26901,0.047
7252,26902,0.047
7252,26903,0.047
7252,26904,0.048
7252,26905,0.023
7252,26906,0.039
7252,26907,0.049
7252,26908,0.049
7252,26909,0.048
7252,26910,0.015
7252,26911,0.046
7252,26912,0.048
7252,26913,0.05
7252,26914,0.037
7252,26915,0.026
7252,26916,0.049
7252,26917,0.048
7252,26918,0.049
7252,26919,0.015
7252,26920,0.047
7252,26921,0.048
7252,26922,0.049
7252,26923,0.021
7252,26924,0.042
7252,26925,0.048
7252,26926,0.05
7252,26927,0.034
7252,26928,0.028
7252,26929,0.048
7252,26930,0.048
7252,26931,0.045
7252,26932,0.017
7252,26933,0.049
7252,26934,0.05
7252,26935,0.048
7252,26936,0.013
7252,26937,0.049
7252,26938,0.048
7252,26939,0.049
7252,26940,0.013
7252,26941,0.048
7252,26942,0.049
7252,26943,0.049
7252,26944,0.014
7252,26945,0.048
7252,26946,0.05
7252,26947,0.049
7252,26948,0.014
7252,27001,0.048
7252,27002,0.048
7252,27003,0.048
7252,27004,0.023
7252,27005,0.04
7252,27006,0.049
7252,27007,0.05
7252,27008,0.03
7252,27009,0.032
7252,27010,0.051
7252,27011,0.05
7252,27012,0.034
7252,27013,0.028
7252,27014,0.05
7252,27015,0.049
7252,27016,0.037
7252,27017,0.026
7252,27018,0.051
7252,27019,0.05
7252,27020,0.031
7252,27021,0.029
7252,27022,0.048
7252,27023,0.048
7252,27024,0.031
7252,27025,0.028
7252,27026,0.049
7252,27027,0.05
7252,27028,0.035
7252,27029,0.028
7252,27030,0.048
7252,27031,0.047
7252,27032,0.045
7252,27033,0.02
7252,27034,0.958
7252,27035,0.143
7252,27036,0.051
7252,27037,0.029
7252,27038,0.035
7252,27039,0.047
7252,27040,0.048
7252,27041,0.048
7252,27042,0.013
7252,27043,0.048
7252,27044,0.05
7252,27045,0.048
7252,27046,0.02
7252,27047,0.042
7252,27048,0.048
7252,27101,0.05
7252,27102,0.027
7252,27103,0.035
7252,27104,0.051
7252,27105,0.05
7252,27106,0.033
7252,27107,0.03
7252,27108,0.05
7252,27109,0.05
7252,27110,0.039
7252,27111,0.024
7252,27112,0.051
7252,27113,0.05
7252,27114,0.039
7252,27115,0.024
7252,27116,0.048
7252,27117,0.049
7252,27118,0.04
7252,27119,0.023
7252,27120,0.048
7252,27121,0.05
7252,27122,0.039
7252,27123,0.022
7252,27124,0.049
7252,27125,0.05
7252,27126,0.041
7252,27127,0.022
7252,27128,0.049
7252,27129,0.049
7252,27130,0.04
7252,27131,0.023
7252,27132,0.049
7252,27133,0.051
7252,27134,0.042
7252,27135,0.021
7252,27136,0.05
7252,27137,0.049
7252,27138,0.042
7252,27139,0.022
7252,27140,0.057
7252,27141,0.092
7252,27142,0.085
7252,27143,0.066
7252,27144,0.094
7252,27145,0.093
7252,27146,0.045
7252,27147,0.027
7252,27148,0.05
7252,27201,0.05
7252,27202,0.035
7252,27203,0.026
7252,27204,0.048
7252,27205,0.048
7252,27206,0.043
7252,27207,0.019
7252,27208,0.048
7252,27209,0.049
7252,27210,0.048
7252,27211,0.013
7252,27212,0.049
7252,27213,0.05
7252,27214,0.048
7252,27215,0.018
7252,27216,0.044
7252,27217,0.049
7252,27218,0.049
7252,27219,0.018
7252,27220,0.042
7252,27221,0.048
7252,27222,0.049
7252,27223,0.021
7252,27224,0.04
7252,27225,0.05
7252,27226,0.055
7252,27227,0.042
7252,27228,0.035
7252,27229,0.031
7252,27230,0.047
7252,27231,0.047
7252,27232,0.047
7252,27233,0.047
7252,27234,0.016
7252,27235,0.047
7252,27236,0.047
7252,27237,0.047
7252,27238,0.03
7252,27239,0.03
7252,27240,0.047
7252,27241,0.049
7252,27242,0.037
7252,27243,0.026
7252,27244,0.049
7252,27245,0.048
7252,27246,0.041
7252,27247,0.021
7252,27248,0.049
7252,27301,0.049
7252,27302,0.048
7252,27303,0.014
7252,27304,0.048
7252,27305,0.05
7252,27306,0.05
7252,27307,0.016
7252,27308,0.047
7252,27309,0.049
7252,27310,0.05
7252,27311,0.021
7252,27312,0.041
7252,27313,0.05
7252,27314,0.05
7252,27315,0.019
7252,27316,0.042
7252,27317,0.05
7252,27318,0.049
7252,27319,0.013
7252,27320,0.048
7252,27321,0.049
7252,27322,0.049
7252,27323,0.013
7252,27324,0.048
7252,27325,0.049
7252,27326,0.049
7252,27327,0.013
7252,27328,0.05
7252,27329,0.048
7252,27330,0.048
7252,27331,0.013
7252,27332,0.048
7252,27333,0.049
7252,27334,0.049
7252,27335,0.013
7252,27336,0.048
7252,27337,0.049
7252,27338,0.048
7252,27339,0.017
7252,27340,0.044
7252,27341,0.049
7252,27342,0.05
7252,27343,0.013
7252,27344,0.052
7252,27345,0.048
7252,27346,0.042
7252,27347,0.02
7252,27348,0.05
7252,27401,0.05
7252,27402,0.042
7252,27403,0.02
7252,27404,0.05
7252,27405,0.049
7252,27406,0.043
7252,27407,0.021
7252,27408,0.049
7252,27409,0.049
7252,27410,0.043
7252,27411,0.02
7252,27412,0.048
7252,27413,0.05
7252,27414,0.039
7252,27415,0.023
7252,27416,0.048
7252,27417,0.048
7252,27418,0.033
7252,27419,0.029
7252,27420,0.047
7252,27421,0.048
7252,27422,0.023
7252,27423,0.039
7252,27424,0.049
7252,27425,0.048
7252,27426,0.013
7252,27427,0.048
7252,27428,0.048
7252,27429,0.043
7252,27430,0.021
7252,27431,0.049
7252,27432,0.05
7252,27433,0.024
7252,27434,0.039
7252,27435,0.05
7252,27436,0.049
7252,27437,0.013
7252,27438,0.066
7252,27439,0.047
7252,27440,0.048
7252,27441,0.012
7252,27442,0.048
7252,27443,0.046
7252,27444,0.047
7252,27445,0.013
7252,27446,0.047
7252,27447,0.048
7252,27448,0.048
7252,27501,0.015
7252,27502,0.048
7252,27503,0.049
7252,27504,0.043
7252,27505,0.019
7252,27506,0.048
7252,27507,0.05
7252,27508,0.041
7252,27509,0.018
7252,27510,0.05
7252,27511,0.048
7252,27512,0.032
7252,27513,0.029
7252,27514,0.046
7252,27515,0.046
7252,27516,0.033
7252,27517,0.029
7252,27518,0.049
7252,27519,0.046
7252,27520,0.019
7252,27521,0.044
7252,27522,0.047
7252,27523,0.046
7252,27524,0.013
7252,27525,0.051
7252,27526,0.049
7252,27527,0.051
7252,27528,0.013
7252,27529,0.049
7252,27530,0.049
7252,27531,0.041
7252,27532,0.019
7252,27533,0.05
7252,27534,0.049
7252,27535,0.03
7252,27536,0.028
7252,27537,0.047
7252,27538,0.051
7252,27539,0.046
7252,27540,0.045
7252,27541,0.034
7252,27542,0.025
7252,27543,0.041
7252,27544,0.048
7252,27545,0.047
7252,27546,0.044
7252,27547,0.045
7252,27548,0.017
7252,27601,0.046
7252,27602,0.048
7252,27603,0.046
7252,27604,0.047
7252,27605,0.019
7252,27606,0.041
7252,27607,0.049
7252,27608,0.047
7252,27609,0.044
7252,27610,0.016
7252,27611,0.048
7252,27612,0.046
7252,27613,0.048
7252,27614,0.029
7252,27615,0.032
7252,27616,0.046
7252,27617,0.046
7252,27618,0.044
7252,27619,0.016
7252,27620,0.044
7252,27621,0.043
7252,27622,0.046
7252,27623,0.024
7252,27624,0.034
7252,27625,0.048
7252,27626,0.048
7252,27627,0.048
7252,27628,0.033
7252,27629,0.027
7252,27630,0.043
7252,27631,0.048
7252,27632,0.048
7252,27633,0.046
7252,27634,0.047
7252,27635,0.039
7252,27636,0.028
7252,27637,0.034
7252,27638,0.043
7252,27639,0.047
7252,27640,0.046
7252,27641,0.043
7252,27642,0.031
7252,27643,0.027
7252,27644,0.048
7252,27645,0.045
7252,27646,0.048
7252,27647,0.022
7252,27648,0.037
7252,27701,0.048
7252,27702,0.048
7252,27703,0.033
7252,27704,0.027
7252,27705,0.049
7252,27706,0.05
7252,27707,0.032
7252,27708,0.029
7252,27709,0.046
7252,27710,0.05
7252,27711,0.027
7252,27712,0.035
7252,27713,0.047
7252,27714,0.045
7252,27715,0.02
7252,27716,0.042
7252,27717,0.049
7252,27718,0.041
7252,27719,0.02
7252,27720,0.048
7252,27721,0.048
7252,27722,0.013
7252,27723,0.048
7252,27724,0.998
7252,27725,0.12
7252,27726,0.06
7252,27727,0.049
7252,27728,0.039
7252,27729,0.021
7252,27730,0.048
7252,27731,0.048
7252,27732,0.013
7252,27733,0.05
7252,27734,0.049
7252,27735,0.017
7252,27736,0.044
7252,27737,0.05
7252,27738,0.032
7252,27739,0.031
7252,27740,0.053
7252,27741,0.038
7252,27742,0.023
7252,27743,0.049
7252,27744,0.043
7252,27745,0.018
7252,27746,0.051
7252,27747,0.047
7252,27748,0.017
7252,27801,0.049
7252,27802,0.051
7252,27803,0.013
7252,27804,0.049
7252,27805,0.051
7252,27806,0.013
7252,27807,0.051
7252,27808,0.05
7252,27809,0.013
7252,27810,0.052
7252,27811,0.05
7252,27812,0.013
7252,27813,0.05
7252,27814,0.053
7252,27815,0.013
7252,27816,0.049
7252,27817,0.049
7252,27818,0.013
7252,27819,0.051
7252,27820,0.049
7252,27821,0.013
7252,27822,0.051
7252,27823,0.037
7252,27824,0.026
7252,27825,0.052
7252,27826,0.036
7252,27827,0.028
7252,27828,0.049
7252,27829,0.038
7252,27830,0.026
7252,27831,0.05
7252,27832,0.043
7252,27833,0.021
7252,27834,0.052
7252,27835,0.043
7252,27836,0.02
7252,27837,0.049
7252,27838,0.049
7252,27839,0.013
7252,27840,0.05
7252,27841,0.05
7252,27842,0.012
7252,27843,0.049
7252,27844,0.049
7252,27845,0.013
7252,27846,0.048
7252,27847,0.05
7252,27848,0.021
7252,27901,0.041
7252,27902,0.05
7252,27903,0.034
7252,27904,0.03
7252,27905,0.05
7252,27906,0.043
7252,27907,0.021
7252,27908,0.049
7252,27909,0.05
7252,27910,0.014
7252,27911,0.051
7252,27912,0.051
7252,27913,0.013
7252,27914,0.05
7252,27915,0.049
7252,27916,0.013
7252,27917,0.051
7252,27918,0.049
7252,27919,0.013
7252,27920,0.05
7252,27921,0.05
7252,27922,0.025
7252,27923,0.036
7252,27924,0.047
7252,27925,0.05
7252,27926,0.013
7252,27927,0.047
7252,27928,0.048
7252,27929,0.037
7252,27930,0.025
7252,27931,0.05
7252,27932,0.049
7252,27933,0.013
7252,27934,0.048
7252,27935,0.047
7252,27936,0.028
7252,27937,0.032
7252,27938,0.05
7252,27939,0.045
7252,27940,0.016
7252,27941,0.049
7252,27942,0.05
7252,27943,0.013
7252,27944,0.048
7252,27945,0.048
7252,27946,0.013
7252,27947,0.051
7252,27948,0.049
7252,28001,0.013
7252,28002,0.051
7252,28003,0.048
7252,28004,0.013
7252,28005,0.052
7252,28006,0.049
7252,28007,0.013
7252,28008,0.05
7252,28009,0.052
7252,28010,0.014
7252,28011,0.051
7252,28012,0.04
7252,28013,0.026
7252,28014,0.05
7252,28015,0.021
7252,28016,0.043
7252,28017,0.052
7252,28018,0.013
7252,28019,0.05
7252,28020,0.013
7252,28021,0.052
7252,28022,0.033
7252,28023,0.033
7252,28024,0.054
7252,28025,0.013
7252,28026,0.052
7252,28027,0.013
7252,28028,0.054
7252,28029,0.046
7252,28030,0.021
7252,28031,0.053
7252,28032,0.013
7252,28033,0.054
7252,28034,0.034
7252,28035,0.029
7252,28036,0.05
7252,28037,0.013
7252,28038,0.052
7252,28039,0.042
7252,28040,0.022
7252,28041,0.05
7252,28042,0.013
7252,28043,0.05
7252,28044,0.027
7252,28045,0.039
7252,28046,0.05
7252,28047,0.013
7252,28048,0.051
7252,28101,0.016
7252,28102,0.05
7252,28103,0.049
7252,28104,0.018
7252,28105,0.053
7252,28106,0.013
7252,28107,0.052
7252,28108,0.042
7252,28109,0.024
7252,28110,0.053
7252,28111,0.013
7252,28112,0.053
7252,28113,0.026
7252,28114,0.04
7252,28115,0.051
7252,28116,0.013
7252,28117,0.05
7252,28118,0.013
7252,28119,0.052
7252,28120,0.022
7252,28121,0.046
7252,28122,0.043
7252,28123,0.024
7252,28124,0.05
7252,28125,0.05
7252,28126,0.014
7252,28127,0.05
7252,28128,0.042
7252,28129,0.021
7252,28130,0.05
7252,28131,0.032
7252,28132,0.031
7252,28133,0.052
7252,28134,0.046
7252,28135,0.017
7252,28136,0.049
7252,28137,0.049
7252,28138,0.012
7252,28139,0.049
7252,28140,0.049
7252,28141,0.012
7252,28142,0.05
7252,28143,0.046
7252,28144,0.013
7252,28145,0.05
7252,28146,0.051
7252,28147,0.013
7252,28148,0.051
7252,28201,0.036
7252,28202,0.022
7252,28203,0.049
7252,28204,0.039
7252,28205,0.019
7252,28206,0.049
7252,28207,0.044
7252,28208,0.022
7252,28209,0.051
7252,28210,0.033
7252,28211,0.031
7252,28212,0.05
7252,28213,0.022
7252,28214,0.036
7252,28215,0.051
7252,28216,0.02
7252,28217,0.043
7252,28218,0.051
7252,28219,0.013
7252,28220,0.049
7252,28221,0.045
7252,28222,0.021
7252,28223,0.044
7252,28224,0.046
7252,28225,0.025
7252,28226,0.04
7252,28227,0.045
7252,28228,0.03
7252,28229,0.035
7252,28230,0.05
7252,28231,0.017
7252,28232,0.046
7252,28233,0.051
7252,28234,0.013
7252,28235,0.051
7252,28236,0.051
7252,28237,0.012
7252,28238,0.05
7252,28239,0.043
7252,28240,0.002
7252,28241,0.0
7252,28242,0.005
7252,28243,0.056
7252,28244,0.057
7252,28245,0.012
7252,28246,0.053
7252,28247,0.034
7252,28248,0.032
7252,28301,0.051
7252,28302,0.022
7252,28303,0.043
7252,28304,0.052
7252,28305,0.013
7252,28306,0.05
7252,28307,0.049
7252,28308,0.013
7252,28309,0.053
7252,28310,0.049
7252,28311,0.013
7252,28312,0.053
7252,28313,0.043
7252,28314,0.02
7252,28315,0.052
7252,28316,0.024
7252,28317,0.039
7252,28318,0.049
7252,28319,0.013
7252,28320,0.049
7252,28321,0.046
7252,28322,0.018
7252,28323,0.045
7252,28324,0.051
7252,28325,0.013
7252,28326,0.05
7252,28327,0.05
7252,28328,0.013
7252,28329,0.051
7252,28330,0.047
7252,28331,0.013
7252,28332,0.049
7252,28333,0.051
7252,28334,0.013
7252,28335,0.048
7252,28336,0.048
7252,28337,0.013
7252,28338,0.051
7252,28339,0.05
7252,28340,0.013
7252,28341,0.05
7252,28342,0.039
7252,28343,0.024
7252,28344,0.047
7252,28345,0.035
7252,28346,0.026
7252,28347,0.051
7252,28348,0.025
7252,28401,0.039
7252,28402,0.051
7252,28403,0.016
7252,28404,0.047
7252,28405,0.05
7252,28406,0.013
7252,28407,0.05
7252,28408,0.051
7252,28409,0.018
7252,28410,0.045
7252,28411,0.048
7252,28412,0.027
7252,28413,0.038
7252,28414,0.05
7252,28415,0.024
7252,28416,0.04
7252,28417,0.048
7252,28418,0.025
7252,28419,0.038
7252,28420,0.049
7252,28421,0.022
7252,28422,0.039
7252,28423,0.049
7252,28424,0.017
7252,28425,0.042
7252,28426,0.048
7252,28427,0.045
7252,28428,0.021
7252,28429,0.034
7252,28430,0.045
7252,28431,0.046
7252,28432,0.039
7252,28433,0.019
7252,28434,0.046
7252,28435,0.048
7252,28436,0.044
7252,28437,0.017
7252,28438,0.049
7252,28439,0.044
7252,28440,0.03
7252,28441,0.026
7252,28442,0.047
7252,28443,0.047
7252,28444,0.013
7252,28445,0.049
7252,28446,0.05
7252,28447,0.019
7252,28448,0.041
7252,28501,0.049
7252,28502,0.037
7252,28503,0.025
7252,28504,0.048
7252,28505,0.048
7252,28506,0.013
7252,28507,0.05
7252,28508,0.05
7252,28509,0.013
7252,28510,0.047
7252,28511,0.05
7252,28512,0.013
7252,28513,0.05
7252,28514,0.043
7252,28515,0.02
7252,28516,0.048
7252,28517,0.016
7252,28518,0.046
7252,28519,0.049
7252,28520,0.013
7252,28521,0.051
7252,28522,0.029
7252,28523,0.034
7252,28524,0.05
7252,28525,0.013
7252,28526,0.05
7252,28527,0.05
7252,28528,0.013
7252,28529,0.047
7252,28530,0.042
7252,28531,0.02
7252,28532,0.049
7252,28533,0.041
7252,28534,0.021
7252,28535,0.051
7252,28536,0.049
7252,28537,0.037
7252,28538,0.022
7252,28539,0.045
7252,28540,0.049
7252,28541,0.027
7252,28542,0.035
7252,28543,0.048
7252,28544,0.036
7252,28545,0.025
7252,28546,0.047
7252,28547,0.039
7252,28548,0.025
7252,28601,0.05
7252,28602,0.037
7252,28603,0.027
7252,28604,0.05
7252,28605,0.032
7252,28606,0.03
7252,28607,0.051
7252,28608,0.033
7252,28609,0.031
7252,28610,0.05
7252,28611,0.028
7252,28612,0.035
7252,28613,0.048
7252,28614,0.021
7252,28615,0.044
7252,28616,0.05
7252,28617,0.013
7252,28618,0.049
7252,28619,0.049
7252,28620,0.013
7252,28621,0.049
7252,28622,0.049
7252,28623,0.026
7252,28624,0.035
7252,28625,0.05
7252,28626,0.036
7252,28627,0.027
7252,28628,0.052
7252,28629,0.028
7252,28630,0.034
7252,28631,0.051
7252,28632,0.028
7252,28633,0.037
7252,28634,0.045
7252,28635,0.037
7252,28636,0.027
7252,28637,0.048
7252,28638,0.029
7252,28639,0.032
7252,28640,0.048
7252,28641,0.017
7252,28642,0.046
7252,28643,0.048
7252,28644,0.02
7252,28645,0.042
7252,28646,0.049
7252,28647,0.025
7252,28648,0.036
7252,28701,0.049
7252,28702,0.034
7252,28703,0.028
7252,28704,0.05
7252,28705,0.045
7252,28706,0.018
7252,28707,0.049
7252,28708,0.048
7252,28709,0.013
7252,28710,0.05
7252,28711,0.048
7252,28712,0.013
7252,28713,0.051
7252,28714,0.05
7252,28715,0.013
7252,28716,0.047
7252,28717,0.047
7252,28718,0.028
7252,28719,0.035
7252,28720,0.047
7252,28721,0.031
7252,28722,0.031
7252,28723,0.051
7252,28724,0.044
7252,28725,0.016
7252,28726,0.045
7252,28727,0.05
7252,28728,0.036
7252,28729,0.025
7252,28730,0.05
7252,28731,0.05
7252,28732,0.013
7252,28733,0.047
7252,28734,0.048
7252,28735,0.013
7252,28736,0.049
7252,28737,0.049
7252,28738,0.021
7252,28739,0.042
7252,28740,0.048
7252,28741,0.025
7252,28742,0.036
7252,28743,0.05
7252,28744,0.027
7252,28745,0.034
7252,28746,0.049
7252,28747,0.031
7252,28748,0.031
7252,28801,0.05
7252,28802,0.034
7252,28803,0.028
7252,28804,0.049
7252,28805,0.041
7252,28806,0.023
7252,28807,0.051
7252,28808,0.045
7252,28809,0.018
7252,28810,0.049
7252,28811,0.051
7252,28812,0.013
7252,28813,0.05
7252,28814,0.049
7252,28815,0.013
7252,28816,0.051
7252,28817,0.051
7252,28818,0.013
7252,28819,0.049
7252,28820,0.051
7252,28821,0.013
7252,28822,0.051
7252,28823,0.762
7252,28824,0.262
7252,28825,0.082
7252,28826,0.025
7252,28827,1.174
7252,28828,0.291
7252,28829,0.123
7252,28830,0.019
7252,28831,0.05
7252,28832,0.049
7252,28833,0.04
7252,28834,0.021
7252,28835,0.049
7252,28836,0.047
7252,28837,0.012
7252,28838,0.047
7252,28839,0.049
7252,28840,0.021
7252,28841,0.039
7252,28842,0.05
7252,28843,0.03
7252,28844,0.033
7252,28845,0.05
7252,28846,0.039
7252,28847,0.024
7252,28848,0.05
7252,28901,0.043
7252,28902,0.021
7252,28903,0.051
7252,28904,0.042
7252,28905,0.022
7252,28906,0.049
7252,28907,0.04
7252,28908,0.024
7252,28909,0.049
7252,28910,0.036
7252,28911,0.028
7252,28912,0.051
7252,28913,0.028
7252,28914,0.036
7252,28915,0.049
7252,28916,0.016
7252,28917,0.048
7252,28918,0.052
7252,28919,0.013
7252,28920,0.051
7252,28921,0.05
7252,28922,0.013
7252,28923,0.051
7252,28924,0.048
7252,28925,0.016
7252,28926,0.051
7252,28927,0.032
7252,28928,0.032
7252,28929,0.049
7252,28930,0.023
7252,28931,0.039
7252,28932,0.05
7252,28933,0.015
7252,28934,0.046
7252,28935,0.051
7252,28936,0.016
7252,28937,0.046
7252,28938,0.049
7252,28939,0.021
7252,28940,0.041
7252,28941,0.048
7252,28942,0.031
7252,28943,0.03
7252,28944,0.049
7252,28945,0.043
7252,28946,0.018
7252,28947,0.049
7252,28948,0.052
7252,29001,0.013
7252,29002,0.051
7252,29003,0.05
7252,29004,0.013
7252,29005,0.052
7252,29006,0.049
7252,29007,0.013
7252,29008,0.051
7252,29009,0.048
7252,29010,0.018
7252,29011,0.049
7252,29012,0.035
7252,29013,0.028
7252,29014,0.052
7252,29015,0.015
7252,29016,0.048
7252,29017,0.051
7252,29018,0.013
7252,29019,0.052
7252,29020,0.022
7252,29021,0.04
7252,29022,0.053
7252,29023,0.013
7252,29024,0.053
7252,29025,0.016
7252,29026,0.046
7252,29027,0.052
7252,29028,0.013
7252,29029,0.049
7252,29030,0.036
7252,29031,0.029
7252,29032,0.052
7252,29033,0.017
7252,29034,0.045
7252,29035,0.052
7252,29036,0.013
7252,29037,0.05
7252,29038,0.049
7252,29039,0.012
7252,29040,0.05
7252,29041,0.04
7252,29042,0.026
7252,29043,0.05
7252,29044,0.013
7252,29045,0.051
7252,29046,0.051
7252,29047,0.013
7252,29048,0.05
7252,29101,0.043
7252,29102,0.024
7252,29103,0.051
7252,29104,0.024
7252,29105,0.039
7252,29106,0.053
7252,29107,0.013
7252,29108,0.049
7252,29109,0.051
7252,29110,0.013
7252,29111,0.05
7252,29112,0.031
7252,29113,0.034
7252,29114,0.05
7252,29115,0.013
7252,29116,0.052
7252,29117,0.051
7252,29118,0.013
7252,29119,0.05
7252,29120,0.05
7252,29121,0.039
7252,29122,0.022
7252,29123,0.044
7252,29124,0.045
7252,29125,0.044
7252,29126,0.047
7252,29127,0.03
7252,29128,1.142
7252,29129,0.171
7252,29130,0.117
7252,29131,0.031
7252,29132,0.029
7252,29133,0.047
7252,29134,0.047
7252,29135,0.045
7252,29136,0.046
7252,29137,0.046
7252,29138,0.052
7252,29139,0.019
7252,29140,0.046
7252,29141,0.047
7252,29142,0.032
7252,29143,0.029
7252,29144,0.049
7252,29145,0.046
7252,29146,0.016
7252,29147,0.05
7252,29148,0.049
7252,29201,0.013
7252,29202,0.051
7252,29203,0.048
7252,29204,0.013
7252,29205,0.05
7252,29206,0.05
7252,29207,0.013
7252,29208,0.051
7252,29209,0.05
7252,29210,0.013
7252,29211,0.05
7252,29212,0.048
7252,29213,0.016
7252,29214,0.052
7252,29215,0.035
7252,29216,0.027
7252,29217,0.051
7252,29218,0.023
7252,29219,0.04
7252,29220,0.049
7252,29221,0.013
7252,29222,0.049
7252,29223,0.049
7252,29224,0.013
7252,29225,0.049
7252,29226,0.051
7252,29227,0.017
7252,29228,0.046
7252,29229,0.048
7252,29230,0.012
7252,29231,0.05
7252,29232,0.048
7252,29233,0.012
7252,29234,0.049
7252,29235,0.048
7252,29236,0.012
7252,29237,0.047
7252,29238,0.044
7252,29239,0.016
7252,29240,0.047
7252,29241,0.031
7252,29242,0.031
7252,29243,0.05
7252,29244,0.012
7252,29245,0.049
7252,29246,0.048
7252,29247,0.013
7252,29248,0.049
7252,29301,0.049
7252,29302,0.013
7252,29303,0.051
7252,29304,0.044
7252,29305,0.017
7252,29306,0.05
7252,29307,0.041
7252,29308,0.021
7252,29309,0.052
7252,29310,0.033
7252,29311,0.03
7252,29312,0.051
7252,29313,0.019
7252,29314,0.042
7252,29315,0.051
7252,29316,0.013
7252,29317,0.052
7252,29318,0.04
7252,29319,0.021
7252,29320,0.05
7252,29321,0.016
7252,29322,0.046
7252,29323,0.051
7252,29324,0.013
7252,29325,0.05
7252,29326,0.041
7252,29327,0.021
7252,29328,0.051
7252,29329,0.016
7252,29330,0.046
7252,29331,0.048
7252,29332,0.013
7252,29333,0.05
7252,29334,0.048
7252,29335,0.013
7252,29336,0.05
7252,29337,0.051
7252,29338,0.012
7252,29339,0.051
7252,29340,0.04
7252,29341,0.025
7252,29342,0.052
7252,29343,0.02
7252,29344,0.044
7252,29345,0.056
7252,29346,0.012
7252,29347,0.053
7252,29348,0.05
7252,29401,0.017
7252,29402,0.055
7252,29403,0.035
7252,29404,0.034
7252,29405,0.054
7252,29406,0.02
7252,29407,0.047
7252,29408,0.056
7252,29409,0.013
7252,29410,0.053
7252,29411,0.053
7252,29412,0.013
7252,29413,0.055
7252,29414,0.036
7252,29415,0.029
7252,29416,0.055
7252,29417,0.013
7252,29418,0.054
7252,29419,0.045
7252,29420,0.022
7252,29421,0.052
7252,29422,0.189
7252,29423,0.157
7252,29424,0.14
7252,29425,0.049
7252,29426,0.049
7252,29427,0.048
7252,29428,0.042
7252,29429,0.019
7252,29430,0.05
7252,29431,0.05
7252,29432,0.032
7252,29433,0.029
7252,29434,0.048
7252,29435,0.048
7252,29436,0.012
7252,29437,0.049
7252,29438,0.049
7252,29439,0.016
7252,29440,0.046
7252,29441,0.05
7252,29442,0.012
7252,29443,0.05
7252,29444,0.052
7252,29445,0.013
7252,29446,0.078
7252,29447,0.013
7252,29448,0.047
7252,29501,0.041
7252,29502,0.019
7252,29503,0.05
7252,29504,0.042
7252,29505,0.02
7252,29506,0.05
7252,29507,0.036
7252,29508,0.027
7252,29509,0.051
7252,29510,0.031
7252,29511,0.035
7252,29512,0.05
7252,29513,0.02
7252,29514,0.043
7252,29515,0.053
7252,29516,0.013
7252,29517,0.051
7252,29518,0.046
7252,29519,0.018
7252,29520,0.05
7252,29521,0.021
7252,29522,0.042
7252,29523,0.053
7252,29524,0.012
7252,29525,0.052
7252,29526,0.05
7252,29527,0.013
7252,29528,0.052
7252,29529,0.052
7252,29530,0.012
7252,29531,0.05
7252,29532,0.041
7252,29533,0.024
7252,29534,0.053
7252,29535,0.037
7252,29536,0.028
7252,29537,0.048
7252,29538,0.049
7252,29539,0.012
7252,29540,0.049
7252,29541,0.051
7252,29542,0.012
7252,29543,0.05
7252,29544,0.05
7252,29545,0.012
7252,29546,0.052
7252,29547,0.046
7252,29548,0.015
7252,29601,0.051
7252,29602,0.042
7252,29603,0.021
7252,29604,0.052
7252,29605,0.032
7252,29606,0.033
7252,29607,0.052
7252,29608,0.017
7252,29609,0.048
7252,29610,0.051
7252,29611,0.013
7252,29612,0.05
7252,29613,0.051
7252,29614,0.013
7252,29615,0.052
7252,29616,0.044
7252,29617,0.02
7252,29618,0.051
7252,29619,0.014
7252,29620,0.05
7252,29621,0.051
7252,29622,0.012
7252,29623,0.052
7252,29624,0.027
7252,29625,0.036
7252,29626,0.053
7252,29627,0.013
7252,29628,0.052
7252,29629,0.043
7252,29630,0.02
7252,29631,0.051
7252,29632,0.02
7252,29633,0.044
7252,29634,0.052
7252,29635,0.013
7252,29636,0.053
7252,29637,0.047
7252,29638,0.019
7252,29639,0.05
7252,29640,0.05
